x,y,z,nx,ny,nz,curvature,density,label
7.914709091186523,31.51664352416992,-1.7058005332946775,-0.0,-0.0,-1.0,0.1836463013421659,2.0,0.0
8.061535835266113,31.47383499145508,-1.763702392578125,-0.0,-0.0,-1.0,0.1479107817088374,1.0,0.0
8.119702339172363,31.05188751220703,-1.7576115131378174,-0.0,-0.0,-1.0,0.1242678202888991,2.0,0.0
8.204391479492188,31.070632934570312,-1.6987459659576416,-0.0,-0.0,-1.0,0.0997018617334328,1.0,0.0
9.32549285888672,32.27449035644531,-1.855994701385498,-0.0,-0.0,-1.0,0.2480332627691343,1.0,0.0
8.00034236907959,31.54065704345703,-1.7041420936584473,-0.0,-0.0,-1.0,0.1587627439710408,1.0,0.0
8.27035903930664,30.850833892822266,-1.8975276947021484,-0.0,-0.0,-1.0,0.0998143036214792,2.0,0.0
10.183366775512695,32.67207717895508,-1.8534661531448364,0.758047330796563,0.5321333620514644,-0.3770919374158128,0.1335065540573674,3.0,0.0
9.726330757141112,30.641801834106445,-1.0803033113479614,-0.0,-0.0,-1.0,0.0664058667051141,1.0,0.0
9.27642059326172,32.219303131103516,-1.889090061187744,-0.0,-0.0,-1.0,0.1998772448815221,2.0,0.0
8.184200286865234,31.19482421875,-1.7213850021362305,-0.0,-0.0,-1.0,0.0828616744719838,2.0,0.0
9.097027778625488,32.14094924926758,-1.8158142566680908,-0.0,-0.0,-1.0,0.1193919560040922,1.0,0.0
7.917230606079102,31.52968978881836,-1.690192461013794,-0.0,-0.0,-1.0,0.1819220261767277,2.0,0.0
9.131424903869627,32.074249267578125,-1.9276349544525144,0.6555800701911524,-0.2541760899790996,-0.7110620836826419,0.1813986269507561,3.0,0.0
7.921167373657227,31.550357818603516,-1.7791650295257568,-0.0,-0.0,-1.0,0.2129517451647596,1.0,0.0
7.971109390258789,31.598602294921875,-1.8772895336151123,-0.0,-0.0,-1.0,0.1972262696647606,1.0,0.0
8.309176445007324,31.1296329498291,-1.7428014278411863,-0.7065674502011987,0.6682224822773735,0.2328973003176335,0.097044231934492,4.0,0.0
9.297484397888184,32.156394958496094,-1.9378032684326172,-0.0,-0.0,-1.0,0.1577383749309714,1.0,0.0
8.723795890808105,30.852394104003903,-1.7634024620056152,-0.0,-0.0,-1.0,0.1358079176577738,1.0,0.0
8.227477073669434,31.453733444213867,-1.7426824569702148,0.2783418099184545,-0.6195676996018938,-0.7339357618084412,0.0658354978762059,3.0,0.0
8.260030746459961,31.44379425048828,-1.7219462394714355,0.2783418099184545,-0.6195676996018938,-0.7339357618084412,0.0556598564452827,3.0,0.0
9.39341926574707,32.169677734375,-1.8679852485656736,-0.0,-0.0,-1.0,0.1791401912685708,1.0,0.0
7.998211860656738,31.18604278564453,-1.7370123863220217,-0.0,-0.0,-1.0,0.0754777666081948,1.0,0.0
9.983203887939451,32.980690002441406,-1.820575714111328,-0.0,-0.0,-1.0,0.1091332710068428,1.0,0.0
8.296467781066895,31.313297271728516,-1.721365451812744,-0.0,-0.0,-1.0,0.0538612738611909,2.0,0.0
8.13422679901123,31.15325355529785,-1.6840424537658691,-0.0,-0.0,-1.0,0.0755941832327923,2.0,0.0
9.979652404785156,32.39323043823242,-1.9362635612487793,-0.0,-0.0,-1.0,0.0568169124915383,1.0,0.0
9.760992050170898,32.53770446777344,-1.9657940864562988,-0.0,-0.0,-1.0,0.0449958031078972,1.0,0.0
10.146516799926758,32.929786682128906,-2.042691707611084,-0.0,-0.0,-1.0,0.1221028714561035,1.0,0.0
