filename,num_rows,num_columns
chunk_35.npy,2544,6
chunk_240.npy,2291,6
chunk_254.npy,2589,6
chunk_268.npy,1942,6
chunk_283.npy,2278,6
chunk_297.npy,3563,6
chunk_296.npy,2476,6
chunk_282.npy,2483,6
chunk_269.npy,2242,6
chunk_255.npy,2481,6
chunk_241.npy,2866,6
chunk_34.npy,2005,6
chunk_20.npy,2895,6
chunk_123.npy,2769,6
chunk_137.npy,2242,6
chunk_121.npy,2871,6
chunk_135.npy,2054,6
chunk_109.npy,2183,6
chunk_36.npy,2879,6
chunk_22.npy,2706,6
chunk_257.npy,2681,6
chunk_243.npy,2652,6
chunk_294.npy,1976,6
chunk_280.npy,2727,6
chunk_281.npy,2680,6
chunk_295.npy,2289,6
chunk_242.npy,2682,6
chunk_256.npy,2207,6
chunk_23.npy,2098,6
chunk_37.npy,2096,6
chunk_108.npy,2329,6
chunk_134.npy,2833,6
chunk_120.npy,2860,6
chunk_118.npy,2328,6
chunk_124.npy,2250,6
chunk_130.npy,2762,6
chunk_33.npy,2623,6
chunk_27.npy,2255,6
chunk_252.npy,2762,6
chunk_246.npy,2359,6
chunk_291.npy,2521,6
chunk_285.npy,2196,6
chunk_284.npy,2755,6
chunk_290.npy,2318,6
chunk_247.npy,2418,6
chunk_253.npy,2815,6
chunk_26.npy,2324,6
chunk_32.npy,2004,6
chunk_131.npy,2213,6
chunk_125.npy,2598,6
chunk_119.npy,2875,6
chunk_133.npy,2056,6
chunk_127.npy,2827,6
chunk_24.npy,2287,6
chunk_30.npy,2194,6
chunk_18.npy,2175,6
chunk_279.npy,2584,6
chunk_245.npy,1969,6
chunk_251.npy,2370,6
chunk_286.npy,1941,6
chunk_292.npy,2721,6
chunk_293.npy,2143,6
chunk_287.npy,2894,6
chunk_250.npy,2209,6
chunk_244.npy,2329,6
chunk_278.npy,2506,6
chunk_19.npy,2268,6
chunk_31.npy,2376,6
chunk_25.npy,2555,6
chunk_126.npy,2742,6
chunk_132.npy,2025,6
