//X Y Z Roughness_(0.15893) R G B
19.18469238 27.28673935 -0.95670891 0.006552 0 32 222
17.45833778 26.26413345 -1.05127239 0.042343 0 211 43
17.22945213 25.77521324 -1.02930689 nan 204 204 204
0.49814796 35.95984268 -0.34961414 0.047201 0 235 19
14.19299412 28.16475868 -0.60936880 0.094380 219 255 0
14.06916809 28.05062485 -0.61652160 0.061914 55 255 0
14.01292992 27.33679771 -0.58492720 0.078804 139 255 0
13.25832558 27.50121117 -0.67963123 0.004677 0 20 234
13.98003292 27.25606155 -0.58457708 0.040421 0 202 52
13.87772083 27.20726013 -0.59383333 0.015914 0 77 177
13.45332336 26.05885124 -0.59224248 0.037909 0 187 67
13.04906559 26.00662231 -0.63998222 0.018365 0 88 166
17.48556900 26.38246918 -0.60811400 0.012384 0 59 195
16.37504578 26.37493896 -0.74768400 0.009832 0 47 207
12.99323940 25.83752441 -0.64057136 0.038507 0 190 64
17.14288139 25.94916916 -0.61200380 0.028389 0 139 115
15.27001762 25.69527054 -0.84659696 nan 204 204 204
17.93743896 25.89204407 -0.93728638 0.012388 0 59 195
17.57349586 25.86867905 -0.98786330 0.012530 0 62 192
15.22787857 25.23537445 -0.82101488 0.041286 0 205 49
14.88260555 25.17943954 -0.86846590 0.027052 0 133 121
17.29548645 25.28182602 -0.96438551 0.034736 0 172 82
16.96878815 25.05189133 -0.99224162 0.011116 0 53 201
15.76996899 25.01988983 -0.72726750 0.013857 0 68 186
15.35254765 24.98446465 -0.78606081 0.003893 0 17 237
14.89828968 24.84921074 -0.84546804 0.024017 0 118 136
16.97841263 24.98789215 -0.98409009 0.021427 0 106 148
16.77023315 24.72745895 -0.99238491 0.042599 0 211 43
15.31662941 24.69766617 -0.77301574 0.011145 0 53 201
17.27364349 24.42851639 -0.87894583 0.033180 0 163 91
16.56301498 23.94473267 -0.95561743 0.051523 1 255 0
18.52685356 24.04923630 -1.00812268 nan 204 204 204
9.61285973 27.28340149 -0.44182765 0.040268 0 199 55
13.53617859 25.83100891 -0.57297015 0.051974 4 255 0
16.25023651 23.92153549 -0.58421206 0.031882 0 157 97
12.37342262 21.40688324 -0.64515376 0.001179 0 2 252
9.64159966 21.02269363 -0.46700263 0.057999 34 255 0
15.35926437 21.47859955 -0.62024665 0.006651 0 32 222
12.62630844 21.31688309 -0.60848260 0.009314 0 44 210
3.65190125 21.00429535 -0.37745166 0.016074 0 80 174
3.54917526 20.24044609 -0.41666579 0.007335 0 35 219
6.62945366 20.28313637 -0.15910423 0.050795 0 253 1
3.50973320 19.93591499 -0.43282473 0.000267 0 0 255
6.39023209 20.12449074 -0.18524289 0.055232 22 255 0
11.01004219 19.62082672 -0.34653413 0.023666 0 115 139
10.23781395 18.54447174 -0.47708893 0.050933 0 253 1
12.44726563 18.20711517 -0.22861040 0.008219 0 38 216
32.59801483 12.10153770 -0.64946461 0.052636 7 255 0
33.26437378 11.42588615 -0.87169743 0.016880 0 83 171
32.81142426 11.40276146 -0.80224323 0.024124 0 118 136
33.04875565 11.22482109 -0.87092900 0.002423 0 11 243
7.85509491 20.49808311 -0.04960501 0.016058 0 80 174
12.95158577 17.81805611 -0.18544459 0.030747 0 151 103
14.17821693 16.55825996 -0.10321784 0.016407 0 80 174
14.14724827 16.27860832 -0.12343681 0.007574 0 35 219
19.13510895 16.46080971 0.02119172 0.023727 0 115 139
19.11214638 16.51645470 0.02032483 0.004501 0 20 234
20.11716080 16.30289268 -0.10428262 0.045050 0 223 31
19.89029121 16.28014946 -0.05574691 nan 204 204 204
19.47821045 16.18401337 -0.15682089 0.022339 0 109 145
19.73994637 15.99078369 -0.33241808 0.042042 0 208 46
19.03690910 15.78875637 -0.16860044 0.074585 118 255 0
18.66492844 15.71144104 -0.12452078 0.103817 255 245 0
19.31211662 15.61244392 -0.24438322 0.031819 0 157 97
24.29510498 11.94454575 -0.33101821 0.016696 0 83 171
22.69664955 11.24865913 -0.35112357 0.027389 0 136 118
32.98051453 11.33300686 -0.50766683 0.058556 37 255 0
8.06461334 14.94876862 0.30613565 0.069364 91 255 0
6.79946899 14.56066895 0.22056508 nan 204 204 204
20.04835510 16.37950516 0.19032204 0.025074 0 124 130
24.05321121 9.79794312 -0.23822999 0.028265 0 139 115
18.16876411 4.84424114 -0.09646976 0.009821 0 47 207
18.26533127 4.67218208 -0.11136484 0.052839 10 255 0
21.61608315 4.54808807 -0.06113887 0.015306 0 74 180
5.30763054 12.01872444 0.71388727 0.014172 0 68 186
4.94156837 11.59182167 0.68353707 0.013053 0 62 192
4.11661148 10.50188446 0.60714871 0.054053 16 255 0
4.26181412 10.16026688 0.58853716 0.038086 0 190 64
7.94361496 7.90477180 0.49732172 0.013295 0 65 189
8.29691696 7.54717350 0.47905922 0.016127 0 80 174
7.94545174 7.63505936 0.48031235 0.018863 0 91 163
8.33732986 7.26857948 0.46184695 0.024397 0 121 133
8.35749245 6.95804596 0.44230461 0.010551 0 50 204
12.65437317 4.82665825 0.34970748 0.040812 0 202 52
18.06227875 4.79280949 0.39093727 0.010287 0 50 204
17.97942543 4.80039215 0.39096010 0.014088 0 68 186
18.17365265 4.65311718 0.38180953 0.053917 13 255 0
18.95796585 3.85291481 0.32961500 0.005421 0 26 228
18.33733749 3.66773033 0.31342101 0.032345 0 160 94
18.09487152 3.62798595 0.30932081 0.039975 0 199 55
18.44943619 3.49126816 0.30154568 0.002979 0 14 240
21.71238327 1.01791286 0.13437676 0.053672 13 255 0
6.19080734 5.68880653 1.11544335 0.027831 0 136 118
6.08263016 5.12267685 1.09114969 0.018703 0 91 163
6.03333473 4.95946217 1.08450210 0.027782 0 136 118
18.13038445 4.82067966 0.88422096 0.027469 0 136 118
17.96712875 4.79269886 0.88514543 0.018538 0 91 163
18.21877670 4.77748966 0.88137573 0.005657 0 26 228
17.82177734 4.70427418 0.88340950 0.003524 0 14 240
18.23977280 3.66993427 0.83666933 0.051405 1 255 0
18.16538048 3.70285606 0.83886755 0.022431 0 109 145
8.85939217 1.86919308 0.89689428 0.001087 0 2 252
8.73117638 1.86020279 0.89859629 0.040002 0 199 55
12.94110775 2.29249287 0.85138488 0.027596 0 136 118
9.02153015 1.70555401 0.88713789 0.013015 0 62 192
12.65405560 -1.16116714 0.71207762 0.059859 43 255 0
16.07211876 -2.69701576 0.60846317 0.033358 0 166 88
14.99507236 -3.12060928 0.60374093 0.020402 0 100 154
15.52071571 -3.46365929 0.58421993 0.017540 0 85 169
19.54138184 -3.16355515 0.55678821 0.086177 177 255 0
18.88593292 -3.29429817 0.55735749 0.020559 0 100 154
15.82456684 -3.84585190 0.56582630 0.066855 79 255 0
20.25634956 -3.57974243 0.53509861 0.073681 115 255 0
19.28362465 -3.75360489 0.53623831 0.056372 25 255 0
5.93815041 4.71513748 1.07495904 0.014111 0 68 186
5.95048523 4.48181248 1.06399679 0.049969 0 250 4
5.82827568 4.40810680 1.06282353 0.034012 0 169 85
7.99677086 -0.61459732 0.80327135 0.067113 82 255 0
10.31095123 -0.95047569 0.75384653 0.068213 85 255 0
8.55834770 -2.16917610 0.72850192 0.054401 16 255 0
9.39751625 -2.80975151 0.68930411 0.050760 0 253 1
8.54147720 -3.13409615 0.68815625 0.045853 0 229 25
12.22521591 -3.10335159 0.63839972 0.014583 0 71 183
11.87104321 -3.02812767 0.64611173 0.044238 0 220 34
12.28800392 -3.31005478 0.62918049 0.033608 0 166 88
13.86271667 -3.35611534 0.60765815 0.007268 0 35 219
9.55396652 -4.49345970 0.61724854 0.062048 55 255 0
9.51906013 -4.85067558 0.60300910 0.014760 0 71 183
9.24644089 -5.70160675 0.57172430 0.038630 0 193 61
41.93940353 -12.39295387 0.19523454 nan 204 204 204
43.41194153 -13.27397346 0.16804910 nan 204 204 204
8.85320663 1.82882500 1.67755115 0.030172 0 148 106
8.92442131 1.73550606 1.67264080 0.027911 0 139 115
17.89855385 -8.58852959 1.28495657 0.104338 255 242 0
17.31188202 -9.21425629 1.29278111 0.019467 0 94 160
16.56172180 -9.35234261 1.30687773 0.005261 0 23 231
16.30909920 -9.34583664 1.31214356 0.026856 0 133 121
18.01144981 -9.52525139 1.27827454 0.058062 34 255 0
17.27525711 -9.64538956 1.29122019 0.010281 0 50 204
16.78679657 -9.43659210 1.30186486 0.016705 0 83 171
16.30487442 -9.50180435 1.31130540 0.030153 0 148 106
18.23897934 -9.77262878 1.27310717 0.051760 4 255 0
17.31415939 -9.84414101 1.28945279 0.019899 0 97 157
17.79244232 -11.00594711 1.27503288 0.122112 255 152 0
12.85948563 -11.48893166 1.37694120 0.064491 67 255 0
10.27602100 -12.97123146 1.43242884 0.009889 0 47 207
16.63782120 -13.10700798 1.28544521 0.060564 49 255 0
12.90735817 -14.83557510 1.35243964 0.065269 70 255 0
11.72371101 -14.88013840 1.38002205 0.071632 103 255 0
13.58082771 -15.41864014 1.33379674 0.067787 85 255 0
13.12722778 32.39236832 -1.73331332 0.003450 0 14 240
19.84838676 32.87994003 -1.93796825 0.007627 0 35 219
29.37257195 31.76099777 -1.88479662 0.021973 0 109 145
24.69088173 30.18794823 -1.84877372 0.076632 130 255 0
24.35716438 30.21222115 -1.84949708 0.011635 0 56 198
24.07259560 30.15607071 -1.83440971 0.014752 0 71 183
28.79291153 30.29832268 -2.10439134 0.034496 0 172 82
28.61949539 30.42207909 -2.11515355 0.026121 0 130 124
26.37443542 29.88801193 -1.83868194 0.045265 0 226 28
28.85174751 29.82172775 -2.00797367 0.001308 0 5 249
1.48009872 34.07804871 -1.26152945 0.062229 55 255 0
2.24328804 30.60159683 -1.08948994 0.026795 0 133 121
16.12766647 32.94924164 -1.54382944 0.030865 0 154 100
15.73942852 32.72686768 -1.54396176 0.096087 225 255 0
15.99358368 32.12675476 -1.44599295 0.043891 0 217 37
9.71713448 30.45343781 -1.18661284 0.025606 0 127 127
15.40732574 31.14878082 -1.37013221 0.001786 0 8 246
14.83028698 31.00056839 -1.40415931 0.011658 0 56 198
24.12222290 30.44836426 -1.38918376 0.038994 0 193 61
24.31747055 30.42445946 -1.38662767 0.073086 112 255 0
26.44609070 29.75576019 -1.81280398 0.014986 0 74 180
25.41729355 29.68286514 -1.75271034 0.008839 0 41 213
24.37632942 28.96294594 -1.56718612 0.065145 70 255 0
23.50650597 28.50862885 -1.46327972 0.021072 0 103 151
28.35839462 29.02569962 -1.79083538 0.061077 49 255 0
28.28045273 28.92318535 -1.76163530 0.058231 37 255 0
28.25791168 28.10781288 -1.58466578 0.023294 0 115 139
-2.20790291 36.28968048 -0.47471690 0.030352 0 151 103
9.15597153 34.60655975 -0.71013522 0.019112 0 94 160
17.41939545 33.52361298 -0.87626553 0.032070 0 160 94
9.88234138 29.92519760 -1.13403225 0.039839 0 199 55
12.84614658 30.25906754 -0.87662077 0.043838 0 217 37
11.13126850 29.47889709 -0.97793078 0.018265 0 88 166
15.62778664 30.31114578 -1.24685836 nan 204 204 204
25.33641052 32.31144714 -1.19102001 0.000156 0 0 255
9.55617809 28.32307053 -1.06787753 nan 204 204 204
14.71549702 28.43053436 -1.11815596 0.000705 0 2 252
10.57357121 27.36194420 -0.90056300 0.011074 0 53 201
10.21577454 27.16737366 -0.92939663 nan 204 204 204
9.92055321 27.14823151 -0.96160698 0.002947 0 11 243
24.36832619 30.25619698 -1.35511708 0.000847 0 2 252
14.77926922 28.09990501 -1.07510066 0.005884 0 26 228
18.79727554 28.64011765 -1.26327133 0.007172 0 35 219
15.03212929 27.56498337 -0.98943901 0.047873 0 238 16
19.13416672 28.13583946 -1.15065289 0.010868 0 53 201
24.56094551 28.88239670 -1.09698868 0.003748 0 17 237
25.54764175 28.42115021 -1.47274685 0.023922 0 118 136
18.30422211 26.93287086 -1.03125072 0.067131 82 255 0
24.47283363 27.82449341 -1.31088972 0.004210 0 20 234
0.43459320 35.94274139 -0.32521129 0.043622 0 217 37
13.20245647 27.54131317 -0.63691473 0.010059 0 47 207
13.45881367 27.44242287 -0.60472822 0.000637 0 2 252
15.05231667 26.82714653 -0.90957975 0.059979 46 255 0
19.17214394 27.16740417 -0.98584437 0.021080 0 103 151
18.87018585 27.20404053 -1.01923680 0.013863 0 68 186
18.89334106 26.85611343 -0.96056318 0.039045 0 193 61
15.59169579 26.16844940 -0.77905989 0.057716 34 255 0
17.51642227 26.30177879 -1.02274537 0.061160 52 255 0
17.96000671 25.88622284 -0.90906334 0.016977 0 83 171
17.57196999 25.80631638 -0.94401193 0.050712 0 253 1
17.13926315 25.69982910 -0.98341942 0.028648 0 142 112
17.02239037 25.71646500 -1.00089717 0.000677 0 2 252
16.52884865 25.52364349 -1.04103279 0.014851 0 74 180
15.20488644 25.24164200 -0.73555970 0.000761 0 2 252
17.36758041 25.35382271 -0.90577912 0.007116 0 32 222
15.41495323 24.95699310 -0.68257666 0.026331 0 130 124
16.97558594 24.84344673 -0.89009762 0.022558 0 112 142
16.77286530 24.71633530 -0.90210223 0.000957 0 2 252
17.20070839 24.31233406 -0.78953934 0.030369 0 151 103
16.41723633 23.95651245 -0.86270499 0.010822 0 53 201
16.38439560 23.29896545 -0.79434514 0.027809 0 136 118
14.00507927 27.23484039 -0.53683960 0.049902 0 250 4
13.85797119 27.12011719 -0.54269302 0.059682 43 255 0
13.29525661 26.07967758 -0.52959394 0.057110 31 255 0
13.11319542 25.98702621 -0.54326010 0.075691 124 255 0
17.50532150 26.38547707 -0.59709597 0.000896 0 2 252
15.85906696 25.06357574 -0.63701272 0.019942 0 97 157
2.12263298 21.36127090 -0.22160029 0.037449 0 187 67
15.63200092 24.24397659 -0.59043562 0.004990 0 23 231
16.12438202 23.26303291 -0.44138861 0.030790 0 151 103
12.12504578 22.34636688 -0.49368358 nan 204 204 204
15.16998768 22.72651482 -0.53629327 0.043579 0 217 37
11.68871117 22.01120567 -0.54164863 0.008654 0 41 213
12.45366096 21.52886963 -0.43074298 0.020569 0 100 154
12.07606888 21.58644104 -0.48160458 0.002125 0 8 246
15.50198841 21.39049149 -0.77810359 0.001148 0 2 252
11.80836391 19.95743370 -0.49908054 0.004566 0 20 234
6.68703651 20.41923523 0.08304214 0.065962 76 255 0
4.11857414 18.44513893 -0.15292811 0.056717 28 255 0
11.11600208 19.78697968 -0.10377455 0.072849 109 255 0
11.01582146 19.56260490 -0.11679184 0.014696 0 71 183
3.30459976 17.33836937 -0.24924254 0.045033 0 223 31
10.29884720 18.59815025 -0.20891571 0.008802 0 41 213
13.34351158 16.41731453 -0.34412205 0.034852 0 172 82
14.17712593 16.36108780 -0.22664118 0.006711 0 32 222
31.42757607 12.07461548 -0.88927245 0.012166 0 59 195
32.24743652 11.84794044 -0.76924777 0.013920 0 68 186
32.13220596 11.88650322 -0.74283600 0.041233 0 205 49
32.46611023 11.49891281 -0.85872221 0.052313 7 255 0
32.15774536 11.46261787 -0.80855012 0.025217 0 124 130
32.36854935 11.24111176 -0.87875152 0.022627 0 112 142
32.32596207 11.13322353 -0.88735843 0.042538 0 211 43
7.86046982 15.45780849 0.00857639 0.050510 0 253 1
7.23356247 15.15223217 -0.05098844 0.024096 0 118 136
19.07691383 16.57285881 0.08989632 0.037246 0 184 70
19.31108475 16.28459740 -0.06537712 0.021923 0 106 148
19.19495583 16.32003021 -0.09287882 0.003979 0 17 237
19.05754280 15.66345882 -0.16846943 0.001891 0 8 246
18.93742561 15.70720387 -0.19519758 0.033245 0 166 88
8.24785042 13.34964275 -0.06928813 0.008338 0 41 213
14.13393688 12.95252037 -0.06700814 0.014946 0 74 180
13.89770699 12.45636654 -0.13098907 0.016412 0 80 174
15.27840042 11.97309303 -0.03717303 0.026937 0 133 121
21.79472542 10.54401207 -0.43113482 0.041660 0 208 46
21.39614868 10.47771072 -0.48295724 0.005731 0 26 228
16.98242569 8.93472099 -0.22731209 0.006826 0 32 222
32.95392609 11.06882477 -0.64578307 0.049018 0 244 10
32.94614029 10.97049141 -0.65706325 0.041342 0 205 49
20.75654221 7.42196083 -0.23409379 0.020027 0 97 157
20.20594788 6.69293976 -0.36445808 0.015363 0 74 180
20.10988617 16.39616203 0.14186001 0.016331 0 80 174
20.19443130 16.17639160 0.15235901 0.073345 112 255 0
5.10030174 12.52440166 0.35564011 0.040373 0 202 52
6.61004257 12.50075722 0.41024405 0.028537 0 142 112
6.36619759 12.35689735 0.39393342 0.036724 0 181 73
6.13753128 12.22951317 0.37904954 0.018680 0 91 163
7.97332191 12.37066841 0.45362073 0.019821 0 97 157
6.53327370 11.88699913 0.37583542 0.000839 0 2 252
5.65154839 11.85247421 0.34181726 0.019379 0 94 160
12.04711151 12.24362946 0.13032079 0.031871 0 157 97
21.99788094 4.85948086 -0.18812835 0.034595 0 172 82
21.64063835 4.62469006 -0.21946788 0.018515 0 91 163
18.09346771 4.73013783 0.20099986 0.048097 0 241 13
18.26501274 4.55547905 0.18785977 0.059473 43 255 0
18.85678864 3.98845291 0.14400983 0.007276 0 35 219
18.87987328 3.80732250 0.12836528 0.001629 0 5 249
18.33362007 3.67597103 0.11258519 0.029331 0 145 109
7.59747505 7.62654591 0.83382958 0.052281 7 255 0
7.74304771 7.45982361 0.82606411 0.057986 34 255 0
8.44996071 7.02166176 0.80568779 0.026040 0 127 127
6.28499031 5.63268471 0.73712969 0.001791 0 8 246
5.99800301 5.72381115 0.74131811 0.034275 0 169 85
6.33006096 5.35709667 0.72381783 0.033399 0 166 88
6.15809631 4.89830494 0.70143247 0.038346 0 190 64
7.01450157 4.61187363 0.68765831 0.051163 1 255 0
6.10469437 4.50369453 0.68215311 0.047623 0 238 16
6.28680992 4.26137257 0.67032301 0.050937 0 253 1
8.28595352 3.99543285 0.65685683 0.039408 0 196 58
7.00424576 3.92120266 0.65355396 0.008659 0 41 213
8.10544586 3.85816193 0.65007371 0.018620 0 91 163
18.29998779 4.74313641 0.66868377 0.038278 0 190 64
18.08268738 4.78537083 0.67229551 0.023661 0 115 139
12.70815277 2.97566414 0.59768021 0.049868 0 250 4
9.57879353 2.55312061 0.58246267 0.046831 0 232 22
18.17042351 4.20585060 0.64000046 nan 204 204 204
8.92413235 1.76331806 0.54294336 0.007471 0 35 219
18.27797890 3.62897205 0.60755742 0.029023 0 142 112
18.04141235 3.63102627 0.60922372 0.013876 0 68 186
9.12129402 1.62234974 0.53536290 0.006968 0 32 222
7.86157227 1.18100166 0.51472008 0.021078 0 103 151
18.41053772 3.46801949 0.59778374 0.056362 25 255 0
12.89681911 1.91375065 0.54101527 0.026068 0 127 127
9.80496693 0.82012272 0.49237305 0.009709 0 47 207
21.19849777 -1.41086960 0.29874647 0.020130 0 97 157
18.18389320 4.49293518 1.12817872 0.064619 67 255 0
8.87412834 1.80571365 1.29435122 0.007380 0 35 219
8.60453320 1.86433506 1.30330348 0.050543 0 253 1
9.06553364 1.52650356 1.28150809 0.026382 0 130 124
15.62370014 -4.17049408 0.97925282 0.019148 0 94 160
20.35569572 -5.37122345 0.85947526 0.033683 0 166 88
18.25106049 4.35058689 1.59869683 nan 204 204 204
11.93979836 -2.98844528 1.09112751 0.016094 0 80 174
11.82832432 -3.01117325 1.09323084 0.027501 0 136 118
12.17243958 -3.07231331 1.08351707 0.000202 0 0 255
8.35380554 -6.35223579 1.09388828 0.102769 255 248 0
15.52988529 -5.19567680 0.95730162 0.094790 219 255 0
15.60604668 -5.87096214 0.93999475 0.069499 94 255 0
16.39085007 -6.66544914 0.90553391 0.028918 0 142 112
13.99375057 -7.23950195 0.94222385 0.015056 0 74 180
12.71379375 -7.59680939 0.96169293 nan 204 204 204
17.40358353 -7.43398094 0.86794752 0.022405 0 109 145
18.80298424 -7.50156403 0.83993232 0.050509 0 253 1
17.48342323 -7.47031212 0.86557734 0.062188 55 255 0
18.90553284 -7.61843681 0.83542311 0.006038 0 29 225
17.88073730 -8.31436920 0.83888793 0.016889 0 83 171
19.69724274 -8.31103706 0.80564845 0.082120 157 255 0
16.54772568 -10.67488861 1.79735339 0.059009 40 255 0
13.15618706 -21.63674736 2.01505637 0.002972 0 14 240
13.51015377 -21.90788460 2.00766087 0.126591 255 128 0
13.37221432 -21.88439751 2.01140738 0.030772 0 151 103
12.23365402 -22.25088692 2.04914951 0.053099 10 255 0
12.44511509 -22.52317619 2.04564261 0.005093 0 23 231
15.25638771 -22.31258583 1.96367776 0.019670 0 97 157
14.97115421 -22.33726692 1.97162271 0.028917 0 142 112
14.18140125 -22.60083580 1.99625754 0.051287 1 255 0
14.54430389 -22.88576698 1.98944747 0.030273 0 151 103
13.19011402 -23.53862572 2.03471303 0.080904 151 255 0
16.16245461 33.04001617 -1.77198124 0.006853 0 32 222
15.98093224 32.22407150 -1.66149974 0.066038 76 255 0
15.97437096 32.07733154 -1.64009237 0.038942 0 193 61
15.91192627 31.39048386 -1.54291630 nan 204 204 204
23.63711357 31.10560608 -1.79295349 0.057185 31 255 0
23.40469551 31.12658882 -1.79409337 0.069579 94 255 0
19.66544151 29.66006088 -1.56975055 0.012949 0 62 192
23.88521957 30.64960480 -1.70445395 0.057001 31 255 0
24.70584488 30.49929237 -1.69492579 0.048080 0 241 13
24.21950912 30.33538628 -1.64791369 0.014156 0 68 186
23.99913979 30.39470482 -1.65493965 0.047604 0 238 16
25.81209564 30.43462372 -1.72709799 0.008137 0 38 216
24.41854095 30.27603340 -1.64108086 0.036282 0 181 73
26.43203735 29.96581268 -1.66773272 0.066040 76 255 0
26.24610138 29.94277954 -1.65229177 0.008816 0 41 213
24.70251846 28.09364891 -1.65228915 nan 204 204 204
-2.19217873 36.28583527 -0.74001002 0.038391 0 190 64
9.15086460 34.70437622 -0.94427133 0.055035 19 255 0
10.35014725 30.43043900 -1.26441717 0.064315 67 255 0
9.71078396 30.46510315 -1.32870865 0.056885 28 255 0
12.86387348 30.47836494 -1.04718733 0.039930 0 199 55
10.99537659 29.58778000 -1.12760210 0.009216 0 44 210
9.77104473 28.45670700 -1.15453196 0.033789 0 166 88
25.32389069 32.30578995 -1.49045420 0.039959 0 199 55
17.09008789 29.11525726 -1.12159586 nan 204 204 204
20.31367874 29.57095718 -1.52321935 0.040516 0 202 52
18.75321198 28.65793800 -1.43122482 0.026913 0 133 121
19.13406372 28.14381790 -1.30850410 0.011492 0 56 198
26.11194420 29.58794785 -1.57390976 0.043674 0 217 37
24.37814140 28.89497757 -1.35999560 0.056011 25 255 0
22.83077240 28.22966003 -1.20191574 0.002911 0 11 243
22.57824135 27.97895050 -1.59012270 0.011719 0 56 198
25.54042244 28.48196793 -1.32251406 0.006226 0 29 225
28.26081657 28.19312859 -1.46831417 0.006847 0 32 222
0.53305054 35.95599365 -0.57969105 0.050831 0 253 1
13.34967136 34.17422485 -0.67100811 0.090939 201 255 0
13.73280334 29.10520363 -0.83817148 0.058563 37 255 0
6.35019302 26.49798203 -0.70401502 0.006931 0 32 222
25.34403229 32.35456848 -0.91278267 0.001240 0 5 249
14.50115967 29.06874275 -0.77298164 0.025878 0 127 127
14.39705849 28.86903000 -0.76063609 0.004930 0 23 231
14.63243198 28.69377518 -0.72404575 0.043343 0 217 37
14.58720875 28.44385147 -0.70207620 0.061270 52 255 0
14.21797562 28.27638817 -0.71533442 0.055443 22 255 0
14.16955757 28.10744286 -0.70271945 0.035049 0 175 79
13.23929024 27.50552177 -0.72822118 0.008928 0 44 210
15.20307922 27.79010010 -1.09912992 0.006333 0 29 225
24.51379395 30.46533394 -1.15963817 0.045549 0 226 28
24.06069374 30.45215607 -1.14687657 0.036278 0 181 73
15.08719349 27.57670975 -1.08280468 0.004822 0 23 231
24.64936256 30.30425835 -1.13650823 0.024410 0 121 133
24.40325737 30.29290390 -1.12810779 0.022945 0 112 142
15.57501507 26.11603928 -0.84488845 0.025249 0 124 130
19.02226448 27.15116501 -1.12943745 0.045873 0 229 25
18.89368820 26.99700165 -1.11034513 0.027550 0 136 118
15.62943459 26.11857224 -0.83937097 0.051418 1 255 0
17.51385880 26.28346252 -1.10709167 0.006653 0 32 222
17.48922157 26.00903511 -1.06271958 0.029414 0 145 109
15.06468773 25.23192215 -0.79560804 0.004536 0 20 234
17.91645241 25.87843513 -0.99600935 0.011639 0 56 198
14.82657814 24.97995758 -0.79555798 0.024269 0 118 136
17.33190918 25.26722336 -0.95592999 0.011458 0 56 198
16.86842346 24.71077347 -0.92292094 0.007238 0 35 219
16.39059830 24.00386238 -0.88065338 0.044637 0 223 31
16.30397797 21.83233452 -0.94485450 0.015265 0 74 180
5.26438522 35.25821304 -0.31397390 0.016628 0 83 171
1.33548164 27.03340530 -0.33063388 0.006311 0 29 225
9.70532322 27.26362991 -0.44198704 0.034269 0 169 85
9.55806065 27.30321884 -0.45623302 0.050810 0 253 1
14.16910458 27.99609184 -0.69177413 0.031925 0 157 97
14.23337746 27.41579437 -0.62991548 0.046675 0 232 22
14.09699440 27.30073547 -0.63098907 0.019759 0 97 157
14.01405430 27.20404243 -0.62930238 0.005278 0 23 231
13.00909805 26.13785172 -0.63129652 0.014797 0 71 183
13.55056286 25.99496460 -0.56481564 0.071905 106 255 0
13.14794636 26.00032425 -0.60582209 0.015093 0 74 180
12.91752434 25.83978653 -0.61629653 0.007963 0 38 216
17.51720047 26.36166763 -0.69007289 0.029800 0 148 106
17.14860535 25.87518692 -0.65530753 0.000435 0 0 255
15.22875690 25.21446991 -0.77418900 0.035286 0 175 79
15.81296062 25.08227158 -0.69100571 0.009508 0 47 207
15.33287144 25.00127792 -0.73697305 0.013754 0 68 186
14.86171436 24.88197136 -0.78024077 0.048675 0 244 10
15.37517548 24.71258545 -0.69851971 0.024358 0 121 133
15.59045792 24.24758530 -0.61946464 0.032553 0 160 94
17.19319725 24.34445000 -0.82443094 0.009892 0 47 207
12.09483719 22.40892982 -0.48257875 nan 204 204 204
16.72413635 23.95353317 -0.82682228 nan 204 204 204
11.69074631 22.00574684 -0.51493406 0.002779 0 11 243
16.13812828 23.26774597 -0.62779737 0.043528 0 217 37
12.04904366 21.62592697 -0.45196664 0.017757 0 85 169
15.44821453 21.42456436 -0.71066248 0.005974 0 29 225
24.84403610 24.40663528 -0.78257322 0.004162 0 20 234
16.45168304 21.65268326 -0.89078665 0.014138 0 68 186
15.43485451 20.84410286 -0.65739357 0.040226 0 199 55
3.16700554 17.02355957 -0.23452830 0.000386 0 0 255
10.31692791 18.62721825 -0.14529288 0.024328 0 118 136
12.38542747 18.30625725 -0.32384098 0.016251 0 80 174
12.67304325 18.18865585 -0.28221416 0.000281 0 0 255
12.18999958 18.10559464 -0.35118544 0.000721 0 2 252
11.93717957 17.47493362 -0.38948846 0.025107 0 124 130
10.09099483 14.13255405 -0.27595866 0.001261 0 5 249
21.34360123 10.49179554 -0.45031142 0.035036 0 175 79
32.06471252 11.82702255 -0.81002688 0.000738 0 2 252
32.24824142 11.68845558 -0.86008883 0.005332 0 23 231
32.75022888 11.25819969 -0.62439334 0.027664 0 136 118
32.26485062 11.40220165 -0.89637566 0.019859 0 97 157
32.21623993 11.33039856 -0.89596367 0.004995 0 23 231
32.82884216 11.01845455 -0.66061747 0.050208 0 250 4
6.61632919 20.36183739 0.06833458 0.051371 1 255 0
10.99536228 19.64035416 -0.07483435 0.011207 0 53 201
12.45816708 18.16610718 0.08515120 0.030743 0 151 103
7.01747322 15.52875042 0.01739454 0.020236 0 100 154
8.02482796 14.86259556 0.07241082 0.006446 0 29 225
14.20541859 16.56372070 -0.07094991 0.003984 0 17 237
14.16572952 16.30917740 -0.08187747 0.004281 0 20 234
10.94799614 14.96051979 -0.14816606 0.029616 0 145 109
7.78146744 13.05960274 -0.01439416 0.031454 0 157 97
10.80591297 13.51094723 -0.22758996 0.025515 0 124 130
14.03022289 12.77819633 -0.28289998 0.020891 0 103 151
15.27426720 11.99135780 -0.18533814 0.036823 0 184 70
20.69854164 7.27595806 -0.38699353 0.023086 0 112 142
22.42470932 7.04877472 -0.39119208 0.004082 0 17 237
