x,y,z,nx,ny,nz,curvature,density,label
4.136999130249023,9.431737899780273,-0.23642992973327637,-0.0,-0.0,-1.0,0.12524910242460366,1.0,0
3.8852360248565674,10.594738006591797,-0.22380495071411133,-0.0,-0.0,-1.0,0.24771680346307606,1.0,0
4.244741439819336,10.599844932556152,0.14796686172485352,-0.0,-0.0,-1.0,0.18125859678145864,1.0,1
4.373176574707031,10.508243560791016,0.34588623046875,0.056522387158716526,-0.9981665830086279,-0.021649302870065678,0.24198682035886976,4.0,1
4.018679618835449,10.494121551513672,0.29962635040283203,-0.0,-0.0,-1.0,0.1721623456476254,1.0,1
4.371233940124512,10.278145790100098,0.37859392166137695,0.07385238290709349,-0.025508099587151157,-0.9969429082923433,0.1586857273090727,7.0,1
4.8940839767456055,9.714693069458008,0.10585284233093262,-0.0,-0.0,-1.0,0.1688157571212092,1.0,1
4.357738494873047,10.12791633605957,0.29827266931533813,-0.0,-0.0,-1.0,0.19549823798848295,1.0,1
4.275493621826172,10.372977256774902,0.3192128539085388,-0.0,-0.0,-1.0,0.19822648122084194,1.0,1
4.169065475463867,10.591590881347656,0.5522655248641968,-0.0,-0.0,-1.0,0.1648136169230819,2.0,1
4.342794418334961,10.153583526611328,0.47262364625930786,-0.0,-0.0,-1.0,0.2166452164940581,1.0,1
4.256842613220215,10.568660736083984,0.620550274848938,-0.01658345482060086,-0.023172518977767915,-0.9995939292484917,0.25406602109838855,3.0,1
4.66914176940918,9.739723205566406,0.30071401596069336,-0.0,-0.0,-1.0,0.22782636990943678,1.0,1
4.690131187438965,9.838176727294922,0.19244384765625,-0.0,-0.0,-1.0,0.20124653101540013,1.0,1
4.440591812133789,10.247482299804688,0.13128650188446045,-0.721197097919269,0.5945988397202904,0.355425049421265,0.17657430271479474,3.0,1
4.346076965332031,10.537952423095703,0.11478066444396973,0.9753809443325601,-0.21616091416745417,-0.04366317234482965,0.2191328553427874,3.0,1
4.496545791625977,10.293959617614746,0.46227526664733887,-0.0,-0.0,-1.0,0.22343058189670248,1.0,1
5.077886581420898,8.693729400634766,-0.14035892486572266,-0.0,-0.0,-1.0,0.12309042620812877,1.0,0
4.708225727081299,9.383066177368164,-0.02729201316833496,0.2908490218380725,-0.896421296737401,0.3344184582995879,0.20216193183457482,3.0,0
4.581170558929443,9.108478546142578,-0.18897795677185059,-0.0,-0.0,-1.0,0.13566947825140374,1.0,0
5.163238048553467,9.193002700805664,-0.08466768264770508,-0.0,-0.0,-1.0,0.1562647868896094,2.0,0
4.350691318511963,10.599889755249023,0.22170257568359375,-0.2569278695626344,-0.36747948986396295,-0.8938382931891692,0.22852118679408623,4.0,1
4.367948532104492,9.488752365112305,-0.05454063415527344,-0.0,-0.0,-1.0,0.16120936523834203,1.0,0
4.227375030517578,10.456117630004883,0.3551948070526123,-0.8181116834281581,0.5418115793810876,0.19270050826844376,0.20299490661993824,4.0,1
4.483994007110596,10.567730903625488,0.21081185340881348,-0.0,-0.0,-1.0,0.23751957016503292,1.0,1
4.329888820648193,10.573972702026367,0.4377145767211914,-0.0,-0.0,-1.0,0.18280625185084512,1.0,1
4.5591888427734375,10.375679969787598,0.33175182342529297,-0.0,-0.0,-1.0,0.1996559766433614,2.0,1
4.5435285568237305,10.628437042236328,0.2087726593017578,-0.0,-0.0,-1.0,0.1586150793900981,1.0,1
4.320457458496094,10.249137878417969,0.5459097623825073,0.3915428415861418,-0.9197290287904308,-0.028155226919000884,0.18794508979280503,3.0,1
4.41259765625,10.356602668762207,0.5879130363464355,0.9724644802289998,-0.20353406291486534,-0.11351968959748268,0.1995356748647127,3.0,1
4.936332702636719,9.803962707519531,0.10795807838439941,0.21929715922413365,0.7962014913305986,-0.5638900080327331,0.16002854227317437,5.0,1
4.268301963806152,10.117676734924316,-0.09589028358459473,-0.0,-0.0,-1.0,0.2532530214463365,2.0,0
4.424959182739258,10.372299194335938,-0.06557321548461914,-0.0,-0.0,-1.0,0.1786965969220782,1.0,0
4.10445499420166,10.526083946228027,0.12062644958496094,-0.0,-0.0,-1.0,0.12449782975517473,1.0,1
4.262225151062012,10.456245422363281,0.09699225425720215,-0.0,-0.0,-1.0,0.16576966335625715,1.0,1
4.0681471824646,10.607259750366211,0.49022650718688965,-0.0,-0.0,-1.0,0.13908813480217114,1.0,1
4.605125904083252,10.345053672790527,0.34401392936706543,-0.0,-0.0,-1.0,0.22284895181203357,1.0,1
4.970309734344482,8.795742988586426,-0.12032127380371094,-0.0,-0.0,-1.0,0.08471139193740601,1.0,0
4.912609100341797,9.988487243652344,0.051971435546875,-0.0,-0.0,-1.0,0.12830226062835215,1.0,1
4.461254596710205,10.076852798461914,0.024405956268310547,-0.0,-0.0,-1.0,0.18370400645138277,1.0,1
5.1528472900390625,8.564859390258789,-0.1744248867034912,-0.0,-0.0,-1.0,0.12531541037931196,1.0,0
4.508534908294678,8.791962623596191,-0.14271044731140137,-0.0,-0.0,-1.0,0.1909249558137469,2.0,0
4.6188154220581055,8.763525009155273,-0.14951872825622559,-0.0,-0.0,-1.0,0.18703550723508183,2.0,0
5.064235687255859,8.806418418884277,-0.21136116981506348,-0.0,-0.0,-1.0,0.1011382111819802,1.0,0
4.429590702056885,9.374844551086426,-0.25478315353393555,-0.0,-0.0,-1.0,0.12378360713900875,1.0,0
4.6331024169921875,9.291680335998535,-0.25948143005371094,-0.0,-0.0,-1.0,0.182335311363496,1.0,0
4.99415922164917,9.183212280273438,-0.2786068916320801,-0.0,-0.0,-1.0,0.1253414450611007,1.0,0
4.369038105010986,9.539241790771484,-0.2827768325805664,-0.0,-0.0,-1.0,0.1412512428764778,1.0,0
5.054973602294922,9.658998489379883,0.005904197692871094,-0.0,-0.0,-1.0,0.21428167073284352,1.0,1
4.758089065551758,9.921727180480957,-0.011914253234863281,-0.0,-0.0,-1.0,0.1835442782316737,1.0,0
5.062746047973633,9.934724807739258,-0.04247426986694336,-0.0,-0.0,-1.0,0.13871962478376365,2.0,0
4.365145683288574,10.453615188598633,-0.07252883911132812,-0.0,-0.0,-1.0,0.16693541777794393,1.0,0
4.675720691680908,10.518909454345703,-0.11001920700073242,-0.0,-0.0,-1.0,0.16093913921646813,1.0,0
4.850904941558838,10.334646224975586,0.3085341453552246,-0.0,-0.0,-1.0,0.1711992947568317,1.0,1
4.653860092163086,9.525146484375,-0.0573267936706543,-0.0,-0.0,-1.0,0.1085586629330163,1.0,0
4.236283302307129,10.035778045654297,-0.12500953674316406,-0.0,-0.0,-1.0,0.16324201170188896,1.0,0
4.484511375427246,9.942662239074707,-0.13919663429260254,-0.0,-0.0,-1.0,0.11891004948716528,1.0,0
4.847503662109375,9.853340148925781,-0.17489337921142578,-0.0,-0.0,-1.0,0.16832956929457982,1.0,0
4.078553199768066,10.347485542297363,-0.18497157096862793,-0.0,-0.0,-1.0,0.19741612402219977,1.0,0
4.284847736358643,10.244754791259766,-0.1880812644958496,-0.0,-0.0,-1.0,0.12986926286544628,1.0,0
3.9424641132354736,10.633707046508789,-0.24243831634521484,-0.0,-0.0,-1.0,0.21379204102993513,1.0,0
4.254045486450195,10.376607894897461,0.1988081932067871,-0.0,-0.0,-1.0,0.2019682532577153,1.0,1
