x,y,z,nx,ny,nz,curvature,density
28.493114471435547,-31.207799911499023,1.5820951461791992,-0.0,-0.0,-1.0,0.20154937490929767,2.0
29.118694305419922,-30.646305084228516,1.5513596534729004,-0.0,-0.0,-1.0,0.2413061426044335,2.0
29.00324058532715,-30.815040588378906,1.5356066226959229,-0.0,-0.0,-1.0,0.17607342151587393,2.0
28.7894287109375,-30.903282165527344,1.4690816402435303,-0.0,-0.0,-1.0,0.16781134664947467,1.0
27.782146453857422,-30.993423461914062,1.7109837532043457,0.032997377910107435,-0.9963841718540795,-0.07829275272793643,0.21369766734149231,4.0
28.236156463623047,-31.216922760009766,1.600724458694458,-0.18488728793241255,-0.9164277851816295,0.3549321136613174,0.18676829761261324,4.0
28.70513916015625,-30.90023422241211,1.586679458618164,-0.0,-0.0,-1.0,0.23562522402985892,2.0
28.400924682617188,-30.836204528808594,1.3932380676269531,-0.0,-0.0,-1.0,0.15630070005630595,1.0
28.761474609375,-30.630260467529297,1.3292102813720703,-0.9496778528516753,-0.24158711052065363,-0.19936811137519675,0.1697998044160085,3.0
28.732433319091797,-30.65695571899414,1.4295014142990112,-0.0,-0.0,-1.0,0.21007905942516852,1.0
29.214115142822266,-30.54116439819336,1.3860421180725098,-0.992668772605623,-0.10574073545647511,0.058545749280110165,0.1763429685636438,3.0
28.781469345092773,-31.004547119140625,1.6864843368530273,-0.0,-0.0,-1.0,0.18637064366965764,1.0
29.001235961914062,-31.257734298706055,1.5276861190795898,-0.0,-0.0,-1.0,0.1403317758798933,1.0
28.70965576171875,-31.150737762451172,1.6748102903366089,-0.0,-0.0,-1.0,0.1461080855487794,2.0
28.534822463989258,-30.928253173828125,1.7063100337982178,-0.0,-0.0,-1.0,0.26771095937593675,1.0
28.572185516357422,-31.244831085205078,1.5038344860076904,-0.0,-0.0,-1.0,0.1371377891604537,2.0
29.059032440185547,-31.093120574951172,1.4814221858978271,-0.0,-0.0,-1.0,0.11065035324746572,2.0
28.570615768432617,-31.25177764892578,1.4759387969970703,-0.0,-0.0,-1.0,0.12546570967108997,2.0
28.816654205322266,-30.801904678344727,1.496595859527588,-0.0,-0.0,-1.0,0.16717381393198721,1.0
28.717947006225586,-30.906618118286133,1.2867445945739746,-0.0,-0.0,-1.0,0.2601673780987243,2.0
28.03127098083496,-31.649879455566406,1.7471418380737305,-0.0,-0.0,-1.0,0.11789501465857208,1.0
28.567169189453125,-30.659643173217773,1.406300663948059,-0.0,-0.0,-1.0,0.16257855969452895,2.0
