filename,num_rows,num_columns
chunk_179.npy,1980,6
chunk_91.npy,2090,6
chunk_85.npy,1975,6
chunk_136.npy,2745,6
chunk_122.npy,2251,6
chunk_21.npy,2880,6
chunk_35.npy,2744,6
chunk_240.npy,2830,6
chunk_254.npy,2033,6
chunk_268.npy,2494,6
chunk_283.npy,2129,6
chunk_297.npy,2006,6
chunk_296.npy,2876,6
chunk_282.npy,2734,6
chunk_269.npy,1998,6
chunk_255.npy,2810,6
chunk_241.npy,2181,6
chunk_34.npy,2565,6
chunk_20.npy,2481,6
chunk_123.npy,2412,6
chunk_137.npy,2381,6
chunk_121.npy,2583,6
chunk_135.npy,2131,6
chunk_109.npy,2628,6
chunk_36.npy,2357,6
chunk_22.npy,2222,6
chunk_257.npy,2072,6
chunk_243.npy,1954,6
chunk_294.npy,2519,6
chunk_280.npy,2250,6
chunk_281.npy,2525,6
chunk_295.npy,2050,6
chunk_242.npy,1976,6
chunk_256.npy,2633,6
chunk_23.npy,2545,6
chunk_37.npy,2727,6
chunk_108.npy,2052,6
chunk_134.npy,2114,6
chunk_120.npy,2205,6
chunk_118.npy,2748,6
chunk_124.npy,2647,6
chunk_130.npy,2021,6
chunk_33.npy,2433,6
chunk_27.npy,2068,6
chunk_252.npy,2671,6
chunk_246.npy,2455,6
chunk_291.npy,2259,6
chunk_285.npy,2311,6
chunk_284.npy,2578,6
chunk_290.npy,2765,6
chunk_247.npy,2244,6
chunk_253.npy,2827,6
chunk_26.npy,2787,6
chunk_32.npy,2602,6
chunk_131.npy,2367,6
chunk_125.npy,1974,6
chunk_119.npy,2798,6
chunk_133.npy,2468,6
chunk_127.npy,2332,6
chunk_24.npy,2210,6
chunk_30.npy,2221,6
chunk_18.npy,2254,6
chunk_279.npy,2693,6
chunk_245.npy,2305,6
chunk_251.npy,2187,6
chunk_286.npy,2327,6
chunk_292.npy,2090,6
chunk_293.npy,1966,6
chunk_287.npy,2541,6
chunk_250.npy,2323,6
chunk_244.npy,2557,6
chunk_278.npy,2529,6
chunk_19.npy,2201,6
chunk_31.npy,1938,6
chunk_25.npy,2342,6
chunk_126.npy,2088,6
chunk_132.npy,2615,6
