x,y,z,nx,ny,nz,curvature,density
28.03252410888672,11.745706558227539,-1.1561553478240967,-0.0,-0.0,-1.0,0.1388580419966061,2.0
29.40159797668457,13.550779342651367,-1.4964287281036377,-0.0,-0.0,-1.0,0.06888129083352271,1.0
29.195711135864258,12.857828140258789,-1.4558305740356445,-0.0,-0.0,-1.0,0.10967892562598759,1.0
29.078222274780273,12.973167419433594,-1.4271719455718994,-0.0,-0.0,-1.0,0.0891563502447298,1.0
29.456907272338867,13.263289451599121,-1.480910062789917,0.61637602927004,0.7819440335888094,-0.092973753695126,0.049442521522541104,3.0
29.273406982421875,12.934670448303223,-1.4085395336151123,0.21828126386114338,-0.6235682665267213,-0.7506769656969915,0.11146810832072916,4.0
28.753990173339844,12.427347183227539,-1.0861365795135498,-0.0,-0.0,-1.0,0.09990812279572946,2.0
27.83448028564453,13.141767501831055,-1.4113976955413818,-0.0,-0.0,-1.0,0.058974844113567765,1.0
29.124256134033203,12.53354263305664,-1.3601994514465332,-0.0,-0.0,-1.0,0.11360928157103672,2.0
29.502988815307617,12.645648956298828,-1.4583172798156738,-0.0,-0.0,-1.0,0.08153252452628083,1.0
28.839000701904297,13.36496639251709,-1.450007438659668,-0.31751683349756143,0.681421656562488,-0.6594297433489912,0.0753157348067265,3.0
27.743122100830078,13.463722229003906,-1.1005699634552002,-0.0,-0.0,-1.0,0.1687083726710423,1.0
27.718151092529297,12.770601272583008,-0.9621222019195557,-0.0,-0.0,-1.0,0.0772373574259728,1.0
29.697782516479492,13.470449447631836,-1.372188925743103,-0.0,-0.0,-1.0,0.06927460225794706,1.0
29.264301300048828,13.257652282714844,-1.3885269165039062,0.54559072963425,-0.8122469199117578,-0.20636302195652492,0.2243699617190381,4.0
28.164615631103516,12.416439056396484,-1.3341984748840332,-0.0,-0.0,-1.0,0.05542901066313084,1.0
29.661588668823242,13.615890502929688,-1.4074500799179077,-0.0,-0.0,-1.0,0.07086622745265417,2.0
29.50368881225586,13.072714805603027,-1.455959439277649,0.7932112978882199,-0.2243800049827889,-0.566100212211945,0.14605678684766446,4.0
28.998735427856445,12.647273063659668,-1.3305875062942505,-0.0,-0.0,-1.0,0.19794962954109943,2.0
29.181278228759766,13.469067573547363,-1.4966508150100708,-0.571564479846253,0.7466771423271035,-0.3402753157434629,0.1406102685982418,4.0
29.3925838470459,13.008682250976562,-1.4597615003585815,-0.0,-0.0,-1.0,0.07053353638781498,2.0
28.31334686279297,12.161004066467285,-1.2520149946212769,-0.0,-0.0,-1.0,0.04413330759012712,1.0
29.10110855102539,13.286296844482422,-1.396466851234436,-0.0,-0.0,-1.0,0.08933987203588792,2.0
29.167064666748047,12.97526741027832,-1.3956433534622192,0.05833837616627691,-0.530468569975797,-0.8456948209218944,0.1049875053332792,6.0
29.272823333740234,13.468783378601074,-1.2765089273452759,-0.0,-0.0,-1.0,0.14356367917371538,1.0
29.17112159729004,12.843865394592285,-1.3440510034561157,0.551364854894216,-0.746491661159139,-0.37248757913163943,0.15119991590928827,6.0
29.121381759643555,12.677922248840332,-0.9862931966781616,-0.0,-0.0,-1.0,0.21232375158846153,1.0
28.474353790283203,13.268321990966797,-1.3290456533432007,-0.0,-0.0,-1.0,0.22773116175378944,1.0
27.75959014892578,11.81443977355957,-1.2205408811569214,-0.0,-0.0,-1.0,0.11449441880535885,2.0
28.513484954833984,13.205133438110352,-1.3242242336273193,-0.0,-0.0,-1.0,0.1549649393082429,1.0
27.74605941772461,12.609624862670898,-1.2253406047821045,-0.0,-0.0,-1.0,0.16522908552774188,1.0
29.12213134765625,12.732754707336426,-0.9182283878326416,-0.0,-0.0,-1.0,0.23354100492471164,1.0
27.793607711791992,11.64058780670166,-1.262853980064392,-0.0,-0.0,-1.0,0.07501413435438961,1.0
