x,y,z,nx,ny,nz,curvature,density,label
23.477754592895508,8.815800666809082,-1.0822405815124512,-0.0,-0.0,-1.0,0.106447420995601,1.0,0.0
22.99444007873535,9.20006275177002,-1.0312530994415283,-0.0,-0.0,-1.0,0.1603143284899537,1.0,0.0
22.78628158569336,10.524712562561035,-0.7264003753662109,-0.6343678086032448,-0.287367487254636,-0.7176332006511918,0.2520762954001297,5.0,0.0
22.806509017944336,9.896278381347656,-0.598982572555542,-0.208483753163585,0.0726722888456866,-0.975322132990303,0.1823302928968156,4.0,0.0
22.754798889160156,8.636184692382812,-0.8922572135925293,-0.0,-0.0,-1.0,0.0697649303388718,1.0,0.0
23.82320022583008,9.895145416259766,-0.4287147521972656,-0.0,-0.0,-1.0,0.2043806030369607,1.0,0.0
23.032306671142575,10.040549278259276,-0.3163371086120605,-0.0,-0.0,-1.0,0.2259147913345042,1.0,0.0
24.720468521118164,8.210211753845215,-0.9816503524780272,-0.0,-0.0,-1.0,0.1366671257578242,2.0,0.0
23.84532165527344,9.631643295288086,-0.9379816055297852,-0.0,-0.0,-1.0,0.067816095080832,1.0,0.0
22.92037773132324,9.85466194152832,-0.7651309967041016,-0.7962545694738734,-0.1745085507180354,-0.5792455665072173,0.1961288948958916,4.0,0.0
23.281532287597656,9.52402114868164,-0.8984088897705078,-0.0,-0.0,-1.0,0.1644839409127207,2.0,0.0
22.930252075195312,9.828694343566896,-0.8625345230102539,0.3298867382306248,-0.898043274645526,0.2910206466962431,0.2353143028498608,3.0,0.0
23.086421966552734,9.208725929260254,-0.9460906982421876,0.5053564141905754,0.7255718775272665,-0.4670763804539906,0.1618540354459475,3.0,0.0
23.063446044921875,10.093916893005373,-0.6712436676025391,-0.0,-0.0,-1.0,0.2146126653861204,2.0,0.0
22.776832580566406,10.618379592895508,-0.7213058471679688,-0.6071167131543191,0.5624029642482169,0.5613485569710814,0.1393348860019037,3.0,0.0
23.790292739868164,8.746260643005371,-0.6421875953674316,-0.0,-0.0,-1.0,0.1383974925807978,1.0,0.0
22.71591567993164,10.489550590515137,-0.7318739891052246,0.627584363811367,0.7396620226045726,-0.242977280040737,0.1450228743446331,3.0,0.0
23.20299911499023,10.04177951812744,-0.6971220970153809,-0.0,-0.0,-1.0,0.2448943871597266,1.0,0.0
22.76447105407715,10.573282241821287,-0.7594289779663086,0.2106952555677673,0.5986818481050462,-0.7727791107624219,0.241875680549275,5.0,0.0
23.873619079589844,9.804553031921388,-0.7663495540618896,-0.4335007518776189,-0.9007267430859488,0.0277206134729825,0.2573727598169085,6.0,0.0
23.160629272460938,9.969005584716797,-0.6284852027893066,-0.0,-0.0,-1.0,0.2184278054891739,2.0,0.0
22.785226821899418,10.61226749420166,-0.6123125553131104,0.0915526548961247,0.9946554742859804,-0.0477346714077123,0.0965768961022586,5.0,0.0
23.85482406616211,9.185043334960938,-0.9229583740234376,-0.0,-0.0,-1.0,0.0702075328645336,1.0,0.0
23.790019989013672,9.558114051818848,-0.9303758144378662,-0.3882378758034504,-0.4395141454924866,-0.8099991775944182,0.1325163865398279,3.0,0.0
23.078784942626953,9.821600914001465,-0.7821118831634521,-0.0,-0.0,-1.0,0.1710873465528121,1.0,0.0
24.72732925415039,8.167746543884277,-0.9075722694396972,-0.0,-0.0,-1.0,0.0939286463987718,1.0,0.0
23.78967666625977,9.791071891784668,-0.7102534770965576,-0.6331023930207264,-0.1047223073437551,-0.7669514967036899,0.2969645769076684,3.0,0.0
23.89189720153809,10.495631217956545,-0.6349244117736816,-0.0,-0.0,-1.0,0.1772134586189471,2.0,0.0
23.74524307250977,9.407622337341309,-0.5913796424865723,-0.0,-0.0,-1.0,0.1591808526727104,1.0,0.0
24.033166885375977,9.058782577514648,-0.9121887683868408,-0.0,-0.0,-1.0,0.1362389200729198,1.0,0.0
23.71881866455078,9.556821823120115,-0.819882869720459,-0.0,-0.0,-1.0,0.2021747290006067,1.0,0.0
23.319231033325195,9.92478084564209,-0.7132472991943359,-0.0,-0.0,-1.0,0.2182280753232236,2.0,0.0
23.486705780029297,9.33548355102539,-0.7085821628570557,-0.0,-0.0,-1.0,0.116230128223825,1.0,0.0
23.215625762939453,10.532709121704102,-0.5394923686981201,-0.1361767713201906,-0.1684317508690605,-0.976261559343597,0.0946167545912793,4.0,0.0
23.974910736083984,8.770429611206055,-0.8091785907745361,-0.0,-0.0,-1.0,0.1825200951882921,2.0,0.0
23.411861419677734,9.286718368530272,-0.6437568664550781,-0.6175492089166751,-0.029747298107594,-0.785969511381763,0.2234317109553329,5.0,0.0
23.148487091064453,10.461974143981934,-0.5222539901733398,-0.2529744351887443,0.0416715383033466,-0.966575096946103,0.1323402540013926,3.0,0.0
23.710918426513672,8.308135986328125,-1.1590454578399658,-0.0,-0.0,-1.0,0.0305522720144891,1.0,0.0
22.79263687133789,10.624273300170898,-0.6387994289398193,-0.3629750609633974,0.9252841206733172,-0.1099927322527409,0.1156426877403215,4.0,0.0
23.571638107299805,8.506433486938477,-1.2224597930908203,-0.0,-0.0,-1.0,0.0657175859945807,1.0,0.0
22.967700958251953,9.15882682800293,-1.044094800949097,-0.0,-0.0,-1.0,0.1194809779642125,1.0,0.0
23.497514724731445,10.378949165344238,-0.5733914375305176,-0.0,-0.0,-1.0,0.2263239051260505,2.0,0.0
22.801578521728516,8.177745819091797,-1.0874595642089844,0.6023858167299733,0.5175074639788606,-0.6077148612044395,0.0381160814709198,3.0,0.0
22.722904205322266,8.949723243713379,-1.0060763359069824,-0.0,-0.0,-1.0,0.0844749410877866,2.0,0.0
